2021-11-06 20:00:00, 20, -1, 15.0, 81, 6.3
2021-11-06 21:00:00, 21, -1, 15.0, 80, 6.3
2021-11-06 22:00:00, 22, -1, 19.0, 81, 6.4
2021-11-06 23:00:00, 23, -1, 17.0, 80, 6.5
2021-11-07 00:00:00, 0, -1, 20.0, 78, 6.6
2021-11-07 01:00:00, 1, -1, 15.0, 78, 6.7
2021-11-07 02:00:00, 2, -1, 15.0, 79, 6.8
2021-11-07 03:00:00, 3, -1, 14.0, 80, 6.8
2021-11-07 04:00:00, 4, -1, 17.0, 79, 6.9
2021-11-07 05:00:00, 5, -1, 13.0, 79, 7.0
2021-11-07 06:00:00, 6, -1, 16.0, 79, 7.1
2021-11-07 18:00:00, 18, -4, 15.0, 88, 5.1
2021-11-07 19:00:00, 19, -2, 8.0, 91, 5.6
2021-11-07 20:00:00, 20, -2, 9.0, 92, 5.7
2021-11-07 21:00:00, 21, -2, 8.0, 92, 5.8
2021-11-07 22:00:00, 22, -4, 12.0, 90, 6.0
2021-11-07 23:00:00, 23, -4, 8.0, 90, 6.3
2021-11-08 00:00:00, 0, -4, 14.0, 90, 6.4
2021-11-08 01:00:00, 1, -4, 10.0, 89, 6.5
2021-11-08 02:00:00, 2, -5, 13.0, 91, 6.6
2021-11-08 03:00:00, 3, -5, 10.0, 91, 6.7
2021-11-08 04:00:00, 4, -5, 13.0, 92, 6.8
2021-11-08 05:00:00, 5, -5, 8.0, 93, 6.9
2021-11-08 06:00:00, 6, -5, 9.0, 92, 7.0
2021-11-08 18:00:00, 18, -2, 12.0, 93, 3.7
2021-11-08 19:00:00, 19, -2, 12.0, 93, 3.4
2021-11-08 20:00:00, 20, -2, 12.0, 93, 3.3
2021-11-08 21:00:00, 21, -2, 13.0, 92, 3.3
2021-11-08 22:00:00, 22, -2, 15.0, 92, 3.3
2021-11-08 23:00:00, 23, -2, 15.0, 92, 3.3
2021-11-09 00:00:00, 0, -2, 15.0, 91, 3.2
2021-11-09 01:00:00, 1, -2, 14.0, 90, 3.3
2021-11-09 02:00:00, 2, -2, 14.0, 88, 3.3
2021-11-09 03:00:00, 3, -2, 13.0, 90, 3.3
2021-11-09 04:00:00, 4, -2, 14.0, 92, 3.3
2021-11-09 05:00:00, 5, -2, 11.0, 91, 3.2
2021-11-09 06:00:00, 6, -2, 7.0, 93, 3.3
2021-11-09 18:00:00, 18, -2, 5.0, 87, 4.3
2021-11-09 19:00:00, 19, -2, 4.0, 89, 4.0
2021-11-09 20:00:00, 20, -2, 5.0, 88, 3.9
2021-11-09 21:00:00, 21, -2, 2.0, 89, 3.8
2021-11-09 22:00:00, 22, -2, 7.0, 89, 3.7
2021-11-09 23:00:00, 23, -3, 6.0, 92, 3.4
2021-11-10 00:00:00, 0, -2, 6.0, 93, 2.8
2021-11-10 01:00:00, 1, -4, 9.0, 93, 2.5
2021-11-10 02:00:00, 2, -2, 6.0, 92, 2.4
2021-11-10 03:00:00, 3, -2, 6.0, 93, 2.2
2021-11-10 04:00:00, 4, -2, 9.0, 92, 2.6
2021-11-10 05:00:00, 5, -2, 6.0, 93, 2.8
2021-11-10 06:00:00, 6, -2, 4.0, 93, 3.0
2021-11-21 18:00:00, 18, -1, 8.0, 89, 7.3
2021-11-21 19:00:00, 19, -1, 12.0, 90, 7.5
2021-11-21 20:00:00, 20, -2, 5.0, 87, 7.6
2021-11-21 21:00:00, 21, -2, 1.0, 81, 7.8
2021-11-21 22:00:00, 22, -2, 11.0, 80, 7.9
2021-11-21 23:00:00, 23, -2, 10.0, 80, 8.1
2021-11-22 00:00:00, 0, -4, 11.0, 73, 8.2
2021-11-22 01:00:00, 1, -4, 11.0, 71, 8.4
2021-11-22 02:00:00, 2, -5, 6.0, 77, 8.5
2021-11-22 03:00:00, 3, -5, 6.0, 79, 8.7
2021-11-22 04:00:00, 4, -6, 4.0, 84, 8.8
2021-11-22 05:00:00, 5, -6, 4.0, 78, 9.0
2021-11-22 06:00:00, 6, -6, 5.0, 80, 9.1
2021-12-09 18:00:00, 18, 4, 4.0, 78, 8.8
2021-12-09 19:00:00, 19, 3, 2.0, 89, 8.6
2021-12-09 20:00:00, 20, 3, 0.0, 92, 8.4
2021-12-09 21:00:00, 21, 4, 1.0, 92, 8.0
2021-12-09 22:00:00, 22, 4, 4.0, 93, 8.0
2021-12-09 23:00:00, 23, 3, 4.0, 94, 8.1
2021-12-10 00:00:00, 0, 3, 2.0, 95, 7.3
2021-12-10 01:00:00, 1, 3, 1.0, 96, 7.2
2021-12-10 02:00:00, 2, 3, 3.0, 96, 7.8
2021-12-10 03:00:00, 3, 3, 0.0, 97, 7.8
2021-12-10 04:00:00, 4, 3, 4.0, 95, 7.3
2021-12-10 05:00:00, 5, 3, 6.0, 91, 6.8
2021-12-10 06:00:00, 6, 4, 5.0, 90, 5.7
2021-12-28 18:00:00, 18, -4, 6.0, 57, 9.8
2021-12-28 19:00:00, 19, -5, 2.0, 66, 9.6
2021-12-28 20:00:00, 20, -7, 2.0, 72, 9.0
2021-12-28 21:00:00, 21, -8, 0.0, 78, 8.0
2021-12-28 22:00:00, 22, -8, 2.0, 80, 7.6
2021-12-28 23:00:00, 23, -7, 2.0, 79, 7.9
2021-12-29 00:00:00, 0, -5, 0.0, 76, 8.0
2021-12-29 01:00:00, 1, -4, 12.0, 72, 7.2
2021-12-29 02:00:00, 2, -2, 5.0, 69, 6.7
2021-12-29 03:00:00, 3, -5, 14.0, 41, 6.1
2021-12-29 04:00:00, 4, -6, 15.0, 42, 5.7
2021-12-29 05:00:00, 5, -7, 20.0, 47, 5.4
2021-12-29 06:00:00, 6, -8, 13.0, 47, 5.4
2022-01-01 18:00:00, 18, -2, 7.0, 54, 7.5
2022-01-01 19:00:00, 19, -5, 20.0, 42, 7.2
2022-01-01 20:00:00, 20, -5, 10.0, 40, 6.6
2022-01-01 21:00:00, 21, -7, 12.0, 38, 6.1
2022-01-01 22:00:00, 22, -7, 9.0, 38, 5.6
2022-01-01 23:00:00, 23, -8, 9.0, 40, 5.1
2022-01-02 00:00:00, 0, -9, 6.0, 43, 4.8
2022-01-02 01:00:00, 1, -9, 1.0, 39, 4.3
2022-01-02 02:00:00, 2, -10, 9.0, 39, 4.1
2022-01-02 03:00:00, 3, -12, 9.0, 48, 3.7
2022-01-02 04:00:00, 4, -14, 2.0, 56, 3.3
2022-01-02 05:00:00, 5, -16, 5.0, 65, 3.2
2022-01-02 06:00:00, 6, -16, 2.0, 73, 3.1
